server	ncores	nthreads	filesize	total_connections	total_requests	total_replies	total_test_duration	connection_rate_per_sec	connection_time_avg	connection_time_max	reply_time_response	reply_time_transfer	reply_size_header	reply_size_content	reply_size_footer	reply_size_total	reply_status_1xx	reply_status_2xx	reply_status_3xx	reply_status_4xx	reply_status_5xx	cpu_time_user_sec	cpu_time_system_sec	cpu_time_user_pct	cpu_time_system_pct	cpu_time_total_pct	net_io_kb_sec	net_io_bps	errors_total	errors_client_timeout	errors_socket_timeout	errors_conn_refused	errors_conn_reset	errors_fd_unavail	errors_addr_unavail	errors_ftab_full	errors_other
lcrq-server-signal	8	1	281b	90000	89994	89991	15.000	6000.0	1.0	4.6	0.5	0.0	19.0	281.0	0.0	300.0	0	89991	0	0	0	7.65	7.30	51.0	48.7	99.7	2161.9	17.7*10^6	9	9	0	0	0	0	0	0	0
lcrq-server-signal	8	1	281b	30000	30000	30000	14.999	2000.2	0.5	2.4	0.2	0.0	19.0	281.0	0.0	300.0	0	30000	0	0	0	9.52	5.44	63.5	36.3	99.8	720.8	5.9*10^6	0	0	0	0	0	0	0	0	0
lcrq-server-signal	8	1	281b	45000	44998	44989	14.999	3000.2	0.5	6.2	0.2	0.0	19.0	281.0	0.0	300.0	0	44989	0	0	0	8.79	6.17	58.6	41.1	99.7	1080.9	8.9*10^6	11	11	0	0	0	0	0	0	0
lcrq-server-signal	8	1	281b	60000	59987	59932	15.006	3998.3	0.5	13.3	0.3	0.0	19.0	281.0	0.0	300.0	0	59932	0	0	0	8.46	6.50	56.4	43.3	99.7	1439.4	11.8*10^6	68	68	0	0	0	0	0	0	0
lcrq-server-signal	8	1	281b	75000	74978	74896	15.003	4999.1	0.5	13.0	0.3	0.0	19.0	281.0	0.0	300.0	0	74896	0	0	0	7.92	7.04	52.8	46.9	99.7	1799.3	14.7*10^6	104	104	0	0	0	0	0	0	0
lcrq-server-signal	8	1	281b	90000	89943	89885	14.999	6000.4	0.5	15.6	0.3	0.0	19.0	281.0	0.0	300.0	0	89885	0	0	0	7.52	7.44	50.1	49.6	99.7	2159.7	17.7*10^6	115	115	0	0	0	0	0	0	0
lcrq-server-signal	8	1	281b	30000	29040	27192	15.129	1982.9	13.4	109.9	7.3	0.0	19.0	281.0	0.0	300.0	0	27192	0	0	0	8.13	6.96	53.8	46.0	99.7	655.9	5.4*10^6	2808	2808	0	0	0	0	0	0	0
lcrq-server-signal	8	1	281b	45000	44736	44270	14.999	3000.2	5.5	100.0	2.9	0.0	19.0	281.0	0.0	300.0	0	44270	0	0	0	8.46	6.49	56.4	43.3	99.7	1065.7	8.7*10^6	730	730	0	0	0	0	0	0	0
lcrq-server-signal	8	1	281b	60000	59917	59805	15.008	3997.9	2.4	84.6	1.2	0.0	19.0	281.0	0.0	300.0	0	59805	0	0	0	7.91	7.05	52.7	47.0	99.7	1436.5	11.8*10^6	195	195	0	0	0	0	0	0	0
lcrq-server-signal	8	1	281b	75000	74995	74960	15.004	4998.6	0.9	13.4	0.4	0.0	19.0	281.0	0.0	300.0	0	74960	0	0	0	7.85	7.11	52.3	47.4	99.7	1800.5	14.7*10^6	40	40	0	0	0	0	0	0	0
msq-server-signal	8	16	281b	30000	30000	30000	14.999	2000.1	0.5	8.7	0.3	0.0	19.0	281.0	0.0	300.0	0	30000	0	0	0	9.52	5.44	63.5	36.3	99.8	720.8	5.9*10^6	0	0	0	0	0	0	0	0	0
msq-server-signal	8	16	281b	45000	44771	44468	15.099	2980.4	6.4	107.0	3.3	0.0	19.0	281.0	0.0	300.0	0	44468	0	0	0	8.60	6.45	57.0	42.7	99.7	1062.6	8.7*10^6	532	532	0	0	0	0	0	0	0
msq-server-signal	8	16	281b	60000	59743	59426	15.006	3998.3	5.0	77.4	2.5	0.0	19.0	281.0	0.0	300.0	0	59426	0	0	0	7.80	7.16	52.0	47.7	99.7	1428.4	11.7*10^6	574	574	0	0	0	0	0	0	0
msq-server-signal	8	16	281b	75000	69270	61488	15.098	4967.6	24.1	114.2	12.6	0.1	19.0	281.0	0.0	300.0	0	61488	0	0	0	6.58	8.47	43.6	56.1	99.7	1502.3	12.3*10^6	13512	13512	0	0	0	0	0	0	0
msq-server-signal	8	16	281b	90000	89755	89506	15.003	5998.7	3.1	97.4	1.6	0.0	19.0	281.0	0.0	300.0	0	89506	0	0	0	6.94	8.02	46.3	53.4	99.7	2150.9	17.6*10^6	494	494	0	0	0	0	0	0	0
msq-server-signal	8	16	281b	30000	30000	30000	14.999	2000.2	0.7	7.8	0.4	0.0	19.0	281.0	0.0	300.0	0	30000	0	0	0	9.64	5.32	64.3	35.5	99.7	720.8	5.9*10^6	0	0	0	0	0	0	0	0	0
msq-server-signal	8	16	281b	45000	45000	45000	14.999	3000.2	0.5	4.1	0.2	0.0	19.0	281.0	0.0	300.0	0	45000	0	0	0	8.70	6.26	58.0	41.7	99.7	1081.1	8.9*10^6	0	0	0	0	0	0	0	0	0
msq-server-signal	8	16	281b	60000	59921	59832	15.100	3973.6	1.3	99.0	0.6	0.0	19.0	281.0	0.0	300.0	0	59832	0	0	0	8.99	6.07	59.5	40.2	99.7	1428.3	11.7*10^6	168	168	0	0	0	0	0	0	0
msq-server-signal	8	16	281b	75000	74950	74884	15.003	4999.0	2.1	19.5	1.0	0.0	19.0	281.0	0.0	300.0	0	74884	0	0	0	7.75	7.21	51.6	48.1	99.7	1798.9	14.7*10^6	116	116	0	0	0	0	0	0	0
http-server-broadcast	8	16	281b	30000	30000	29999	14.999	2000.2	0.5	9.8	0.3	0.0	19.0	281.0	0.0	300.0	0	29999	0	0	0	9.52	5.45	63.4	36.3	99.8	720.7	5.9*10^6	1	1	0	0	0	0	0	0	0
http-server-broadcast	8	16	281b	45000	44953	44856	14.999	3000.2	1.8	16.0	0.9	0.0	19.0	281.0	0.0	300.0	0	44856	0	0	0	8.79	6.17	58.6	41.1	99.7	1078.1	8.8*10^6	144	144	0	0	0	0	0	0	0
http-server-broadcast	8	16	281b	60000	59980	59935	15.006	3998.3	0.6	10.2	0.3	0.0	19.0	281.0	0.0	300.0	0	59935	0	0	0	8.35	6.62	55.6	44.1	99.7	1439.4	11.8*10^6	65	65	0	0	0	0	0	0	0
http-server-broadcast	8	16	281b	75000	74958	74880	15.004	4998.8	0.6	13.4	0.3	0.0	19.0	281.0	0.0	300.0	0	74880	0	0	0	7.84	7.12	52.3	47.5	99.7	1798.8	14.7*10^6	120	120	0	0	0	0	0	0	0
http-server-broadcast	8	16	281b	90000	89943	89844	14.999	6000.3	0.6	7.0	0.3	0.1	19.0	281.0	0.0	300.0	0	89844	0	0	0	7.60	7.36	50.6	49.1	99.7	2158.9	17.7*10^6	156	156	0	0	0	0	0	0	0
http-server-broadcast	8	16	281b	30000	30000	30000	14.999	2000.2	0.5	3.5	0.2	0.0	19.0	281.0	0.0	300.0	0	30000	0	0	0	9.67	5.29	64.5	35.2	99.7	720.8	5.9*10^6	0	0	0	0	0	0	0	0	0
http-server-broadcast	8	16	281b	45000	44997	44972	14.999	3000.2	0.4	12.3	0.2	0.0	19.0	281.0	0.0	300.0	0	44972	0	0	0	9.56	5.40	63.8	36.0	99.8	1080.6	8.9*10^6	28	28	0	0	0	0	0	0	0
http-server-broadcast	8	16	281b	60000	59992	59965	15.006	3998.3	0.5	10.7	0.3	0.0	19.0	281.0	0.0	300.0	0	59965	0	0	0	8.53	6.43	56.9	42.8	99.7	1440.1	11.8*10^6	35	35	0	0	0	0	0	0	0
http-server-broadcast	8	16	281b	75000	74977	74885	15.003	4999.1	0.5	12.5	0.3	0.0	19.0	281.0	0.0	300.0	0	74885	0	0	0	8.10	6.86	54.0	45.7	99.7	1799.1	14.7*10^6	115	115	0	0	0	0	0	0	0
lcrq-server-signal	8	32	281b	30000	29998	29993	14.999	2000.2	0.5	13.3	0.2	0.0	19.0	281.0	0.0	300.0	0	29993	0	0	0	9.56	5.41	63.7	36.0	99.8	720.6	5.9*10^6	7	7	0	0	0	0	0	0	0
lcrq-server-signal	8	32	281b	45000	44997	44991	15.000	2999.9	0.5	12.0	0.2	0.0	19.0	281.0	0.0	300.0	0	44991	0	0	0	8.87	6.09	59.1	40.6	99.7	1080.8	8.9*10^6	9	9	0	0	0	0	0	0	0
lcrq-server-signal	8	32	281b	60000	59970	59912	15.007	3998.2	0.9	14.4	0.4	0.0	19.0	281.0	0.0	300.0	0	59912	0	0	0	8.41	6.55	56.1	43.7	99.7	1438.9	11.8*10^6	88	88	0	0	0	0	0	0	0
lcrq-server-signal	8	32	281b	75000	74993	74966	15.003	4999.1	0.5	13.5	0.2	0.0	19.0	281.0	0.0	300.0	0	74966	0	0	0	8.04	6.92	53.6	46.1	99.7	1800.7	14.8*10^6	34	34	0	0	0	0	0	0	0
msq-server-signal	8	32	281b	30000	30000	30000	14.999	2000.2	0.5	4.5	0.2	0.0	19.0	281.0	0.0	300.0	0	30000	0	0	0	9.54	5.42	63.6	36.1	99.8	720.8	5.9*10^6	0	0	0	0	0	0	0	0	0
msq-server-signal	8	32	281b	45000	45000	44999	14.999	3000.2	0.7	6.4	0.4	0.0	19.0	281.0	0.0	300.0	0	44999	0	0	0	8.71	6.25	58.1	41.7	99.7	1081.1	8.9*10^6	1	1	0	0	0	0	0	0	0
msq-server-signal	8	32	281b	60000	59953	59905	15.007	3998.3	6.4	79.2	3.1	0.0	19.0	281.0	0.0	300.0	0	59905	0	0	0	7.76	7.21	51.7	48.0	99.7	1438.7	11.8*10^6	95	95	0	0	0	0	0	0	0
msq-server-signal	8	32	281b	75000	74801	74587	15.004	4998.7	4.6	85.3	2.2	0.0	19.0	281.0	0.0	300.0	0	74587	0	0	0	7.28	7.68	48.5	51.2	99.7	1792.3	14.7*10^6	413	413	0	0	0	0	0	0	0
http-server-signal	8	16	281b	30000	30000	30000	14.999	2000.1	0.7	5.9	0.3	0.0	19.0	281.0	0.0	300.0	0	30000	0	0	0	9.74	5.25	64.9	35.0	100.0	720.8	5.9*10^6	0	0	0	0	0	0	0	0	0
http-server-signal	8	16	281b	45000	45000	44999	14.999	3000.2	0.6	5.6	0.3	0.0	19.0	281.0	0.0	300.0	0	44999	0	0	0	9.10	5.85	60.7	39.0	99.7	1081.1	8.9*10^6	1	1	0	0	0	0	0	0	0
http-server-signal	8	16	281b	60000	59990	59973	15.006	3998.3	0.5	8.6	0.2	0.0	19.0	281.0	0.0	300.0	0	59973	0	0	0	9.17	5.82	61.1	38.8	99.9	1440.2	11.8*10^6	27	27	0	0	0	0	0	0	0
http-server-signal	8	16	281b	75000	74960	74886	15.000	5000.0	0.6	12.1	0.3	0.0	19.0	281.0	0.0	300.0	0	74886	0	0	0	8.08	6.88	53.9	45.8	99.7	1799.3	14.7*10^6	114	114	0	0	0	0	0	0	0
http-server-signal	8	16	281b	90000	89996	89986	14.999	6000.4	0.5	3.4	0.2	0.0	19.0	281.0	0.0	300.0	0	89986	0	0	0	8.53	6.43	56.9	42.9	99.7	2161.9	17.7*10^6	14	14	0	0	0	0	0	0	0
http-server-signal	8	16	281b	30000	30000	30000	14.999	2000.2	0.5	4.1	0.3	0.0	19.0	281.0	0.0	300.0	0	30000	0	0	0	9.66	5.30	64.4	35.4	99.8	720.8	5.9*10^6	0	0	0	0	0	0	0	0	0
http-server-signal	8	16	281b	45000	44997	44993	14.999	3000.2	0.5	5.5	0.2	0.0	19.0	281.0	0.0	300.0	0	44993	0	0	0	8.88	6.07	59.2	40.5	99.7	1081.0	8.9*10^6	7	7	0	0	0	0	0	0	0
http-server-signal	8	16	281b	60000	59997	59988	15.006	3998.3	0.5	8.1	0.2	0.0	19.0	281.0	0.0	300.0	0	59988	0	0	0	8.51	6.45	56.7	43.0	99.7	1440.6	11.8*10^6	12	12	0	0	0	0	0	0	0
http-server-signal	8	16	281b	75000	74954	74881	15.012	4996.1	0.7	12.3	0.3	0.0	19.0	281.0	0.0	300.0	0	74881	0	0	0	7.77	7.20	51.8	47.9	99.7	1797.8	14.7*10^6	119	119	0	0	0	0	0	0	0
lcrq-server-broadcast	8	1	281b	30000	29966	29940	15.000	2000.0	4.7	79.2	2.4	0.0	19.0	281.0	0.0	300.0	0	29940	0	0	0	8.91	6.06	59.4	40.4	99.8	719.4	5.9*10^6	60	60	0	0	0	0	0	0	0
lcrq-server-broadcast	8	1	281b	45000	44835	44618	15.005	2998.9	8.0	96.1	4.0	0.0	19.0	281.0	0.0	300.0	0	44618	0	0	0	8.22	6.74	54.8	44.9	99.7	1072.5	8.8*10^6	382	382	0	0	0	0	0	0	0
lcrq-server-broadcast	8	1	281b	60000	58380	56062	15.120	3968.3	10.6	99.6	5.7	0.1	19.0	281.0	0.0	300.0	0	56062	0	0	0	7.76	7.32	51.4	48.4	99.7	1346.5	11.0*10^6	3938	3938	0	0	0	0	0	0	0
lcrq-server-broadcast	8	1	281b	75000	74945	74894	15.003	4999.1	3.3	72.8	1.6	0.0	19.0	281.0	0.0	300.0	0	74894	0	0	0	7.92	7.04	52.8	47.0	99.7	1799.1	14.7*10^6	106	106	0	0	0	0	0	0	0
lcrq-server-broadcast	8	1	281b	90000	89899	89815	14.999	6000.2	2.9	108.2	1.5	0.1	19.0	281.0	0.0	300.0	0	89815	0	0	0	7.77	7.19	51.8	48.0	99.7	2158.1	17.7*10^6	185	185	0	0	0	0	0	0	0
lcrq-server-broadcast	8	1	281b	30000	29972	29949	15.007	1999.1	6.1	84.1	2.9	0.0	19.0	281.0	0.0	300.0	0	29949	0	0	0	8.64	6.34	57.5	42.2	99.8	719.2	5.9*10^6	51	51	0	0	0	0	0	0	0
lcrq-server-broadcast	8	1	281b	45000	44977	44951	15.016	2996.8	4.7	93.0	2.3	0.0	19.0	281.0	0.0	300.0	0	44951	0	0	0	8.12	6.86	54.1	45.7	99.8	1078.9	8.8*10^6	49	49	0	0	0	0	0	0	0
lcrq-server-broadcast	8	1	281b	60000	59964	59927	15.010	3997.3	4.2	57.7	2.1	0.0	19.0	281.0	0.0	300.0	0	59927	0	0	0	7.93	7.04	52.8	46.9	99.7	1438.8	11.8*10^6	73	73	0	0	0	0	0	0	0
lcrq-server-broadcast	8	1	281b	75000	74983	74954	15.003	4998.9	0.7	18.5	0.3	0.0	19.0	281.0	0.0	300.0	0	74954	0	0	0	7.94	7.02	52.9	46.8	99.7	1800.4	14.7*10^6	46	46	0	0	0	0	0	0	0
lcrq-server-broadcast	8	1	281b	90000	89970	89942	14.999	6000.4	0.5	10.7	0.2	0.0	19.0	281.0	0.0	300.0	0	89942	0	0	0	7.47	7.48	49.8	49.9	99.7	2161.0	17.7*10^6	58	58	0	0	0	0	0	0	0
lcrq-server-broadcast	8	1	281b	30000	29671	29147	14.999	2000.2	5.4	110.6	2.9	0.0	19.0	281.0	0.0	300.0	0	29147	0	0	0	8.81	6.15	58.8	41.0	99.8	702.6	5.8*10^6	853	853	0	0	0	0	0	0	0
lcrq-server-broadcast	8	1	281b	45000	44861	44687	14.999	3000.2	3.7	99.0	1.9	0.0	19.0	281.0	0.0	300.0	0	44687	0	0	0	8.56	6.39	57.1	42.6	99.7	1074.4	8.8*10^6	313	313	0	0	0	0	0	0	0
lcrq-server-broadcast	8	1	281b	60000	59968	59953	15.006	3998.3	2.5	74.5	1.3	0.0	19.0	281.0	0.0	300.0	0	59953	0	0	0	8.09	6.87	53.9	45.8	99.7	1439.7	11.8*10^6	47	47	0	0	0	0	0	0	0
lcrq-server-broadcast	8	1	281b	75000	73684	71646	15.003	4999.0	8.9	76.9	4.7	0.1	19.0	281.0	0.0	300.0	0	71646	0	0	0	7.26	7.71	48.4	51.4	99.7	1730.0	14.2*10^6	3354	3354	0	0	0	0	0	0	0
http-server-broadcast	8	1	281b	30000	29779	29395	14.999	2000.2	6.6	109.4	3.4	0.0	19.0	281.0	0.0	300.0	0	29395	0	0	0	8.58	6.38	57.2	42.6	99.8	708.0	5.8*10^6	605	605	0	0	0	0	0	0	0
http-server-broadcast	8	1	281b	45000	44453	43420	15.117	2976.8	5.6	79.0	3.0	0.0	19.0	281.0	0.0	300.0	0	43420	0	0	0	8.51	6.57	56.3	43.4	99.7	1039.6	8.5*10^6	1580	1580	0	0	0	0	0	0	0
http-server-broadcast	8	1	281b	60000	59994	59976	15.006	3998.3	0.5	8.7	0.2	0.0	19.0	281.0	0.0	300.0	0	59976	0	0	0	9.30	5.68	61.9	37.8	99.8	1440.3	11.8*10^6	24	24	0	0	0	0	0	0	0
http-server-broadcast	8	1	281b	75000	74990	74960	15.003	4999.1	0.5	12.0	0.3	0.0	19.0	281.0	0.0	300.0	0	74960	0	0	0	8.38	6.58	55.8	43.9	99.7	1800.6	14.8*10^6	40	40	0	0	0	0	0	0	0
http-server-broadcast	8	1	281b	90000	90000	90000	14.999	6000.4	0.5	4.1	0.2	0.0	19.0	281.0	0.0	300.0	0	90000	0	0	0	8.45	6.50	56.4	43.4	99.7	2162.2	17.7*10^6	0	0	0	0	0	0	0	0	0
http-server-broadcast	8	1	281b	30000	29983	29971	15.100	1986.8	2.5	75.0	1.2	0.0	19.0	281.0	0.0	300.0	0	29971	0	0	0	9.22	5.84	61.0	38.7	99.7	715.3	5.9*10^6	29	29	0	0	0	0	0	0	0
http-server-broadcast	8	1	281b	45000	44996	44992	15.000	2999.9	2.4	56.3	1.1	0.0	19.0	281.0	0.0	300.0	0	44992	0	0	0	10.24	4.72	68.2	31.5	99.7	1080.9	8.9*10^6	8	8	0	0	0	0	0	0	0
http-server-broadcast	8	1	281b	60000	59990	59958	15.009	3997.6	1.9	10.9	0.9	0.0	19.0	281.0	0.0	300.0	0	59958	0	0	0	8.35	6.62	55.6	44.1	99.7	1439.7	11.8*10^6	42	42	0	0	0	0	0	0	0
http-server-broadcast	8	1	281b	75000	74956	74907	15.003	4999.1	0.9	13.7	0.5	0.0	19.0	281.0	0.0	300.0	0	74907	0	0	0	7.97	6.99	53.1	46.6	99.7	1799.4	14.7*10^6	93	93	0	0	0	0	0	0	0
http-server-broadcast	8	1	281b	90000	89921	89828	14.999	6000.3	0.9	7.0	0.4	0.0	19.0	281.0	0.0	300.0	0	89828	0	0	0	7.66	7.30	51.1	48.7	99.8	2158.5	17.7*10^6	172	172	0	0	0	0	0	0	0
http-server-broadcast	8	1	281b	30000	29997	29993	14.999	2000.2	0.5	9.3	0.3	0.0	19.0	281.0	0.0	300.0	0	29993	0	0	0	9.63	5.33	64.2	35.5	99.8	720.6	5.9*10^6	7	7	0	0	0	0	0	0	0
http-server-broadcast	8	1	281b	45000	44988	44955	14.999	3000.2	0.6	23.7	0.3	0.0	19.0	281.0	0.0	300.0	0	44955	0	0	0	9.58	5.39	63.8	35.9	99.7	1080.2	8.8*10^6	45	45	0	0	0	0	0	0	0
http-server-broadcast	8	1	281b	60000	59993	59974	15.006	3998.3	0.6	14.3	0.3	0.0	19.0	281.0	0.0	300.0	0	59974	0	0	0	8.50	6.47	56.6	43.1	99.7	1440.3	11.8*10^6	26	26	0	0	0	0	0	0	0
http-server-broadcast	8	1	281b	75000	74970	74898	15.006	4998.0	1.0	20.7	0.5	0.0	19.0	281.0	0.0	300.0	0	74898	0	0	0	8.12	6.84	54.1	45.6	99.7	1798.9	14.7*10^6	102	102	0	0	0	0	0	0	0
http-server-broadcast	8	1	281b	90000	89843	89642	14.999	6000.3	1.1	12.8	0.5	0.0	19.0	281.0	0.0	300.0	0	89642	0	0	0	8.07	6.89	53.8	45.9	99.7	2154.5	17.6*10^6	358	358	0	0	0	0	0	0	0
http-server-broadcast	8	1	281b	30000	30000	30000	14.999	2000.2	1.0	14.3	0.5	0.0	19.0	281.0	0.0	300.0	0	30000	0	0	0	9.29	5.67	62.0	37.8	99.8	720.8	5.9*10^6	0	0	0	0	0	0	0	0	0
http-server-broadcast	8	1	281b	45000	44986	44958	14.999	3000.2	1.0	16.5	0.5	0.0	19.0	281.0	0.0	300.0	0	44958	0	0	0	8.72	6.24	58.1	41.6	99.7	1080.2	8.8*10^6	42	42	0	0	0	0	0	0	0
http-server-broadcast	8	1	281b	60000	59390	58538	15.008	3998.0	6.0	99.6	3.2	0.0	19.0	281.0	0.0	300.0	0	58538	0	0	0	7.68	7.29	51.2	48.6	99.7	1409.4	11.5*10^6	1462	1462	0	0	0	0	0	0	0
http-server-broadcast	8	1	281b	75000	73641	71740	15.003	4999.0	8.6	109.5	4.5	0.1	19.0	281.0	0.0	300.0	0	71740	0	0	0	7.29	7.67	48.6	51.1	99.7	1731.6	14.2*10^6	3260	3260	0	0	0	0	0	0	0
msq-server-signal	8	4	281b	30000	29670	29084	15.123	1983.8	7.3	110.6	3.9	0.0	19.0	281.0	0.0	300.0	0	29084	0	0	0	8.92	6.17	59.0	40.8	99.8	695.6	5.7*10^6	916	916	0	0	0	0	0	0	0
msq-server-signal	8	4	281b	45000	44846	44631	14.999	3000.2	6.2	114.6	3.2	0.0	19.0	281.0	0.0	300.0	0	44631	0	0	0	8.41	6.55	56.1	43.7	99.7	1073.2	8.8*10^6	369	369	0	0	0	0	0	0	0
msq-server-signal	8	4	281b	60000	58833	57002	15.007	3998.2	5.9	112.8	3.3	0.0	19.0	281.0	0.0	300.0	0	57002	0	0	0	7.78	7.18	51.9	47.9	99.7	1377.0	11.3*10^6	2998	2998	0	0	0	0	0	0	0
msq-server-signal	8	4	281b	75000	74535	74060	15.108	4964.3	7.8	87.6	4.0	0.1	19.0	281.0	0.0	300.0	0	74060	0	0	0	7.02	8.04	46.5	53.2	99.7	1768.6	14.5*10^6	940	940	0	0	0	0	0	0	0
msq-server-signal	8	4	281b	90000	89755	89536	15.000	6000.2	0.8	12.1	0.4	0.0	19.0	281.0	0.0	300.0	0	89536	0	0	0	7.36	7.60	49.0	50.6	99.7	2152.0	17.6*10^6	464	464	0	0	0	0	0	0	0
msq-server-signal	8	4	281b	30000	29974	29944	15.019	1997.4	7.3	84.3	3.6	0.0	19.0	281.0	0.0	300.0	0	29944	0	0	0	8.77	6.22	58.4	41.4	99.8	718.6	5.9*10^6	56	56	0	0	0	0	0	0	0
msq-server-signal	8	4	281b	45000	44966	44919	15.000	3000.1	3.4	76.4	1.7	0.0	19.0	281.0	0.0	300.0	0	44919	0	0	0	8.54	6.42	56.9	42.8	99.7	1079.3	8.8*10^6	81	81	0	0	0	0	0	0	0
msq-server-signal	8	4	281b	60000	58975	57538	15.132	3965.2	11.0	85.0	5.7	0.0	19.0	281.0	0.0	300.0	0	57538	0	0	0	7.53	7.56	49.7	50.0	99.7	1376.6	11.3*10^6	2462	2462	0	0	0	0	0	0	0
msq-server-signal	8	4	281b	75000	74744	74551	15.003	4999.1	10.5	92.7	5.2	0.1	19.0	281.0	0.0	300.0	0	74551	0	0	0	7.02	7.94	46.8	52.9	99.7	1791.5	14.7*10^6	449	449	0	0	0	0	0	0	0
msq-server-signal	8	4	281b	90000	89837	89701	14.999	6000.3	0.9	13.5	0.4	0.0	19.0	281.0	0.0	300.0	0	89701	0	0	0	7.42	7.53	49.5	50.2	99.7	2155.6	17.7*10^6	299	299	0	0	0	0	0	0	0
msq-server-signal	8	4	281b	30000	29893	29780	15.104	1986.2	2.2	109.5	1.1	0.0	19.0	281.0	0.0	300.0	0	29780	0	0	0	9.41	5.66	62.3	37.5	99.8	711.0	5.8*10^6	220	220	0	0	0	0	0	0	0
msq-server-signal	8	4	281b	45000	44859	44661	15.000	3000.0	2.5	109.5	1.3	0.0	19.0	281.0	0.0	300.0	0	44661	0	0	0	8.61	6.34	57.4	42.3	99.7	1073.8	8.8*10^6	339	339	0	0	0	0	0	0	0
msq-server-signal	8	4	281b	60000	59972	59927	15.041	3989.2	2.3	24.6	1.1	0.0	19.0	281.0	0.0	300.0	0	59927	0	0	0	8.07	6.93	53.6	46.1	99.7	1436.0	11.8*10^6	73	73	0	0	0	0	0	0	0
msq-server-signal	8	4	281b	75000	70685	64589	15.099	4967.1	16.3	108.7	8.7	0.1	19.0	281.0	0.0	300.0	0	64589	0	0	0	7.12	7.94	47.2	52.6	99.7	1568.7	12.9*10^6	10411	10411	0	0	0	0	0	0	0
http-server-signal	8	4	281b	30000	29530	28705	15.000	2000.0	9.0	110.0	4.8	0.0	19.0	281.0	0.0	300.0	0	28705	0	0	0	8.77	6.19	58.5	41.3	99.8	693.3	5.7*10^6	1295	1295	0	0	0	0	0	0	0
http-server-signal	8	4	281b	45000	44972	44927	15.000	3000.1	2.3	91.5	1.2	0.0	19.0	281.0	0.0	300.0	0	44927	0	0	0	9.38	5.58	62.6	37.2	99.7	1079.5	8.8*10^6	73	73	0	0	0	0	0	0	0
http-server-signal	8	4	281b	60000	60000	59998	15.006	3998.3	0.8	16.1	0.4	0.0	19.0	281.0	0.0	300.0	0	59998	0	0	0	8.52	6.45	56.8	43.0	99.7	1440.8	11.8*10^6	2	2	0	0	0	0	0	0	0
http-server-signal	8	4	281b	75000	74991	74958	15.003	4999.1	0.5	12.6	0.2	0.0	19.0	281.0	0.0	300.0	0	74958	0	0	0	8.74	6.23	58.2	41.5	99.7	1800.6	14.8*10^6	42	42	0	0	0	0	0	0	0
http-server-signal	8	4	281b	90000	89995	89989	15.007	5997.1	0.5	8.5	0.2	0.0	19.0	281.0	0.0	300.0	0	89989	0	0	0	7.78	7.19	51.8	47.9	99.7	2160.8	17.7*10^6	11	11	0	0	0	0	0	0	0
http-server-signal	8	4	281b	30000	29968	29922	14.999	2000.2	3.2	83.2	1.6	0.0	19.0	281.0	0.0	300.0	0	29922	0	0	0	9.19	5.77	61.3	38.5	99.8	719.1	5.9*10^6	78	78	0	0	0	0	0	0	0
http-server-signal	8	4	281b	45000	43168	39537	14.999	3000.2	18.2	111.1	9.7	0.1	19.0	281.0	0.0	300.0	0	39537	0	0	0	7.21	7.75	48.0	51.7	99.7	966.2	7.9*10^6	5463	5463	0	0	0	0	0	0	0
http-server-signal	8	4	281b	60000	59264	58278	15.012	3996.7	11.0	97.4	5.6	0.0	19.0	281.0	0.0	300.0	0	58278	0	0	0	7.28	7.69	48.5	51.2	99.7	1403.3	11.5*10^6	1722	1722	0	0	0	0	0	0	0
http-server-signal	8	4	281b	75000	74993	74984	15.004	4998.7	1.7	17.5	0.8	0.0	19.0	281.0	0.0	300.0	0	74984	0	0	0	7.93	7.04	52.8	46.9	99.7	1800.9	14.8*10^6	16	16	0	0	0	0	0	0	0
http-server-signal	8	4	281b	90000	89583	89115	14.999	6000.3	4.0	97.8	2.1	0.0	19.0	281.0	0.0	300.0	0	89115	0	0	0	7.08	7.87	47.2	52.5	99.7	2143.0	17.6*10^6	885	885	0	0	0	0	0	0	0
http-server-signal	8	4	281b	30000	29998	29998	15.000	2000.0	1.5	13.2	0.7	0.0	19.0	281.0	0.0	300.0	0	29998	0	0	0	9.47	5.50	63.1	36.7	99.8	720.7	5.9*10^6	2	2	0	0	0	0	0	0	0
http-server-signal	8	4	281b	45000	44997	44991	15.000	3000.0	1.4	11.8	0.7	0.0	19.0	281.0	0.0	300.0	0	44991	0	0	0	8.66	6.30	57.7	42.0	99.8	1080.9	8.9*10^6	9	9	0	0	0	0	0	0	0
http-server-signal	8	4	281b	60000	59964	59912	15.023	3993.8	4.2	86.0	2.1	0.0	19.0	281.0	0.0	300.0	0	59912	0	0	0	8.01	6.98	53.3	46.5	99.7	1437.3	11.8*10^6	88	88	0	0	0	0	0	0	0
http-server-signal	8	4	281b	75000	74792	74558	15.004	4998.8	2.1	73.8	1.1	0.0	19.0	281.0	0.0	300.0	0	74558	0	0	0	7.96	7.00	53.1	46.7	99.7	1791.8	14.7*10^6	442	442	0	0	0	0	0	0	0
http-server-broadcast	8	32	281b	30000	28713	26706	14.999	2000.1	11.2	109.9	6.4	0.0	19.0	281.0	0.0	300.0	0	26706	0	0	0	8.20	6.75	54.7	45.0	99.7	650.6	5.3*10^6	3294	3294	0	0	0	0	0	0	0
