total_connections	total_requests	total_replies	total_test_duration	connection_rate_per_sec	connection_time_avg	connection_time_max	reply_time_response	reply_time_transfer	reply_size_header	reply_size_content	reply_size_footer	reply_size_total	reply_status_1xx	reply_status_2xx	reply_status_3xx	reply_status_4xx	reply_status_5xx	cpu_time_user_sec	cpu_time_system_sec	cpu_time_user_pct	cpu_time_system_pct	cpu_time_total_pct	net_io_kb_sec	net_io_bps	errors_total	errors_client_timeout	errors_socket_timeout	errors_conn_refused	errors_conn_reset	errors_fd_unavail	errors_addr_unavail	errors_ftab_full	errors_other
30000	30000	30000	14.999	2000.1	0.5	3.8	0.2	0.0	19.0	281.0	0.0	300.0	0	30000	0	0	0	9.93	5.03	66.2	33.6	99.8	720.8	5.9*10^6	0	0	0	0	0	0	0	0	0
45000	44999	44995	14.999	3000.2	0.4	5.5	0.2	0.0	19.0	281.0	0.0	300.0	0	44995	0	0	0	9.68	5.28	64.5	35.2	99.8	1081.0	8.9*10^6	5	5	0	0	0	0	0	0	0
60000	60000	60000	15.006	3998.3	0.5	7.9	0.2	0.0	19.0	281.0	0.0	300.0	0	60000	0	0	0	9.21	5.76	61.4	38.4	99.8	1440.8	11.8*10^6	0	0	0	0	0	0	0	0	0
75000	74995	74970	15.003	4999.0	0.5	11.6	0.2	0.0	19.0	281.0	0.0	300.0	0	74970	0	0	0	8.86	6.10	59.1	40.7	99.7	1800.8	14.8*10^6	30	30	0	0	0	0	0	0	0
90000	89172	88070	15.000	6000.2	5.9	110.9	3.1	0.1	19.0	281.0	0.0	300.0	0	88070	0	0	0	7.11	7.84	47.4	52.3	99.7	2120.8	17.4*10^6	1930	1930	0	0	0	0	0	0	0
30000	30000	30000	15.000	2000.0	1.7	9.8	0.8	0.0	19.0	281.0	0.0	300.0	0	30000	0	0	0	9.27	5.69	61.8	38.0	99.8	720.7	5.9*10^6	0	0	0	0	0	0	0	0	0
45000	44930	44856	15.015	2996.9	3.7	74.9	1.9	0.0	19.0	281.0	0.0	300.0	0	44856	0	0	0	8.37	6.60	55.8	44.0	99.7	1076.8	8.8*10^6	144	144	0	0	0	0	0	0	0
60000	59996	59994	15.007	3998.2	1.1	9.2	0.5	0.0	19.0	281.0	0.0	300.0	0	59994	0	0	0	8.40	6.56	56.0	43.7	99.7	1440.6	11.8*10^6	6	6	0	0	0	0	0	0	0
75000	74943	74867	15.003	4999.1	0.8	13.5	0.4	0.0	19.0	281.0	0.0	300.0	0	74867	0	0	0	7.86	7.10	52.4	47.3	99.7	1798.6	14.7*10^6	133	133	0	0	0	0	0	0	0
90000	89884	89771	14.999	6000.2	3.3	96.8	1.7	0.0	19.0	281.0	0.0	300.0	0	89771	0	0	0	7.43	7.52	49.5	50.2	99.7	2157.2	17.7*10^6	229	229	0	0	0	0	0	0	0
30000	29998	29998	14.999	2000.2	0.4	14.9	0.2	0.0	19.0	281.0	0.0	300.0	0	29998	0	0	0	9.62	5.34	64.1	35.6	99.7	720.7	5.9*10^6	2	2	0	0	0	0	0	0	0
45000	45000	44999	14.999	3000.2	0.5	5.5	0.2	0.0	19.0	281.0	0.0	300.0	0	44999	0	0	0	9.13	5.83	60.9	38.9	99.8	1081.1	8.9*10^6	1	1	0	0	0	0	0	0	0
60000	59998	59983	15.006	3998.3	0.5	7.7	0.2	0.0	19.0	281.0	0.0	300.0	0	59983	0	0	0	8.58	6.38	57.2	42.5	99.7	1440.5	11.8*10^6	17	17	0	0	0	0	0	0	0
75000	74948	74859	15.003	4999.1	0.7	11.8	0.3	0.0	19.0	281.0	0.0	300.0	0	74859	0	0	0	8.14	6.82	54.2	45.5	99.7	1798.4	14.7*10^6	141	141	0	0	0	0	0	0	0
90000	89948	89884	14.999	6000.4	0.5	13.7	0.3	0.0	19.0	281.0	0.0	300.0	0	89884	0	0	0	7.50	7.46	50.0	49.7	99.7	2159.7	17.7*10^6	116	116	0	0	0	0	0	0	0
30000	29841	29585	15.000	1999.9	4.5	108.4	2.3	0.0	19.0	281.0	0.0	300.0	0	29585	0	0	0	9.21	5.75	61.4	38.3	99.7	711.9	5.8*10^6	415	415	0	0	0	0	0	0	0
45000	44997	44995	14.999	3000.2	0.4	5.3	0.2	0.0	19.0	281.0	0.0	300.0	0	44995	0	0	0	8.88	6.08	59.2	40.5	99.7	1081.0	8.9*10^6	5	5	0	0	0	0	0	0	0
60000	59998	59987	15.006	3998.3	0.5	7.9	0.2	0.0	19.0	281.0	0.0	300.0	0	59987	0	0	0	8.56	6.40	57.0	42.7	99.7	1440.5	11.8*10^6	13	13	0	0	0	0	0	0	0
75000	74990	74958	15.003	4999.1	0.5	11.5	0.2	0.0	19.0	281.0	0.0	300.0	0	74958	0	0	0	7.78	7.19	51.8	47.9	99.7	1800.6	14.8*10^6	42	42	0	0	0	0	0	0	0
